"p","e","flux inf","flux hor","flux L inf","flux L hor"
37.17496773255761,0.577163859753386,2.140681676483599e-7,-3.467936746256956e-10,0.00004279241400134255,-5.1167772757799435e-8
37.334763678508445,0.5917109761193029,2.0135765742998412e-7,-3.2515904371594125e-10,0.000040597222940473284,-4.82471711559458e-8
37.41571519107431,0.5990752001199384,1.9485660854604523e-7,-3.138357762545141e-10,0.00003948235334244036,-4.675254883591859e-8
25.10542069785514,0.0009247998800616108,1.596368417428011e-6,-3.0021875863505236e-9,0.00020120855091742973,-3.78399534956468e-7
25.16707561303772,0.008289023880697022,1.5808601837207537e-6,-2.963489837528567e-9,0.00019997898165231482,-3.7484448800244683e-7
25.289083200662084,0.022836140246613956,1.5503756514695255e-6,-2.8895506584167497e-9,0.0001974958536970508,-3.678093988135249e-7
25.468837141478616,0.04420795069377237,1.5059640545442203e-6,-2.7866860577828067e-9,0.00019372262850212357,-3.5745488576801637e-7
25.70243089156662,0.07187821031999073,1.4491515028848672e-6,-2.6629766514557854e-9,0.00018863011547461806,-3.440417025163828e-7
25.98467968159766,0.1051655855009449,1.3818624571625282e-6,-2.5268862685094138e-9,0.00018221975689449306,-3.2793933643285865e-7
26.30917404943148,0.14325043058521536,1.3063027227963118e-6,-2.385909116618734e-9,0.00017454471395979634,-3.096208679190312e-7
26.668375359938295,0.18519497029047305,1.2248204653971927e-6,-2.245586609700982e-9,0.00016572411211653862,-2.8964201868625684e-7
27.05375837878514,0.22996639084322837,1.1397708918282217e-6,-2.109135736355524e-9,0.00015594760794843108,-2.686084479990051e-7
27.455999940024924,0.2764622712816465,1.0534019501161759e-6,-1.9777228352276715e-9,0.00014546946562397,-2.471388620401813e-7
27.865207561660988,0.32353772871835346,9.677458096679752e-7,-1.8511603523952555e-9,0.00013459216234028992,-2.2583021560080104e-7
28.271178306665234,0.37003360915677164,8.844886383977436e-7,-1.7285984858727518e-9,0.00012364088053453317,-2.0522572818136577e-7
28.66367638345658,0.41480502970952693,8.048720445960796e-7,-1.608855459090444e-9,0.00011293521678798215,-1.8578293507163264e-7
29.032717629035304,0.4567495694147846,7.297942744174829e-7,-1.4906219156273595e-9,0.00010277047809751968,-1.6784922389476685e-7
29.368849657738345,0.4948344144990551,6.601905326547883e-7,-1.3733552806105968e-9,0.00009341699240180124,-1.5167225663303297e-7
